id,type,name
http://www.openkg.cn/COVID-19/wiki/class/C214,rdf-schema:Class,淋巴细胞
http://www.openkg.cn/COVID-19/wiki/class/C215,rdf-schema:Class,空间
http://www.openkg.cn/COVID-19/wiki/class/C216,rdf-schema:Class,射击游戏
http://www.openkg.cn/COVID-19/wiki/class/C217,rdf-schema:Class,杀毒软件
http://www.openkg.cn/COVID-19/wiki/class/C218,rdf-schema:Class,中国君主
http://www.openkg.cn/COVID-19/wiki/class/C219,rdf-schema:Class,解表剂
http://www.openkg.cn/COVID-19/goods/class/C401010205,owl:Class,解表剂
http://www.openkg.cn/COVID-19/wiki/class/C220,rdf-schema:Class,离子水
http://www.openkg.cn/COVID-19/wiki/class/C221,rdf-schema:Class,缺乏症
http://www.openkg.cn/COVID-19/wiki/class/C222,rdf-schema:Class,男性疾病
http://www.openkg.cn/COVID-19/wiki/class/C223,rdf-schema:Class,s开头单词
http://www.openkg.cn/COVID-19/wiki/class/C224,rdf-schema:Class,概论
http://www.openkg.cn/COVID-19/wiki/class/C225,rdf-schema:Class,双翅目
http://www.openkg.cn/COVID-19/wiki/class/C226,rdf-schema:Class,物
http://www.openkg.cn/COVID-19/wiki/class/C227,rdf-schema:Class,生命科学
http://www.openkg.cn/COVID-19/wiki/class/C228,rdf-schema:Class,法定传染病
http://www.openkg.cn/COVID-19/wiki/class/C229,rdf-schema:Class,植物病毒
http://www.openkg.cn/COVID-19/wiki/class/C230,rdf-schema:Class,系列
http://www.openkg.cn/COVID-19/wiki/class/C231,rdf-schema:Class,前总统
http://www.openkg.cn/COVID-19/wiki/class/C232,rdf-schema:Class,食品工程
http://www.openkg.cn/COVID-19/wiki/class/C233,rdf-schema:Class,知名中医
http://www.openkg.cn/COVID-19/wiki/class/C234,rdf-schema:Class,骨髓瘤
http://www.openkg.cn/COVID-19/wiki/class/C235,rdf-schema:Class,古细菌
http://www.openkg.cn/COVID-19/wiki/class/C236,rdf-schema:Class,虫媒传染病
http://www.openkg.cn/COVID-19/wiki/class/C237,rdf-schema:Class,通信技术
http://www.openkg.cn/COVID-19/wiki/class/C238,rdf-schema:Class,金匮要略
http://www.openkg.cn/COVID-19/wiki/class/C239,rdf-schema:Class,英国品牌
http://www.openkg.cn/COVID-19/wiki/class/C240,rdf-schema:Class,电子游戏
http://www.openkg.cn/COVID-19/wiki/class/C241,rdf-schema:Class,中文书籍
http://www.openkg.cn/COVID-19/wiki/class/C242,rdf-schema:Class,枯草菌
http://www.openkg.cn/COVID-19/wiki/class/C243,rdf-schema:Class,姆
http://www.openkg.cn/COVID-19/wiki/class/C244,rdf-schema:Class,鲁姓名人
http://www.openkg.cn/COVID-19/wiki/class/C245,rdf-schema:Class,高压
http://www.openkg.cn/COVID-19/wiki/class/C246,rdf-schema:Class,医学人物
http://www.openkg.cn/COVID-19/wiki/class/C247,rdf-schema:Class,牙周炎
http://www.openkg.cn/COVID-19/wiki/class/C248,rdf-schema:Class,质
http://www.openkg.cn/COVID-19/wiki/class/C249,rdf-schema:Class,医学名家
http://www.openkg.cn/COVID-19/wiki/class/C250,rdf-schema:Class,衣原体
http://www.openkg.cn/COVID-19/wiki/class/C251,rdf-schema:Class,中国品牌
http://www.openkg.cn/COVID-19/wiki/class/C252,rdf-schema:Class,高等植物
http://www.openkg.cn/COVID-19/wiki/class/C253,rdf-schema:Class,清洁度
http://www.openkg.cn/COVID-19/wiki/class/C254,rdf-schema:Class,英国哲学家
http://www.openkg.cn/COVID-19/wiki/class/C255,rdf-schema:Class,抗代谢药
http://www.openkg.cn/COVID-19/wiki/class/C256,rdf-schema:Class,古菌
http://www.openkg.cn/COVID-19/wiki/class/C257,rdf-schema:Class,理论物理
http://www.openkg.cn/COVID-19/wiki/class/C258,rdf-schema:Class,录像
http://www.openkg.cn/COVID-19/wiki/class/C259,rdf-schema:Class,度量仪器
http://www.openkg.cn/COVID-19/wiki/class/C260,rdf-schema:Class,方法与技术
http://www.openkg.cn/COVID-19/wiki/class/C261,rdf-schema:Class,奇异变形菌
http://www.openkg.cn/COVID-19/wiki/class/C262,rdf-schema:Class,治疗方法
http://www.openkg.cn/COVID-19/wiki/class/C263,rdf-schema:Class,英文单词
http://www.openkg.cn/COVID-19/wiki/class/C264,rdf-schema:Class,社会问题
http://www.openkg.cn/COVID-19/wiki/class/C265,rdf-schema:Class,痘
http://www.openkg.cn/COVID-19/wiki/class/C266,rdf-schema:Class,恶作剧
http://www.openkg.cn/COVID-19/wiki/class/C267,rdf-schema:Class,石油工业
http://www.openkg.cn/COVID-19/wiki/class/C268,rdf-schema:Class,危险化学品
http://www.openkg.cn/COVID-19/wiki/class/C269,rdf-schema:Class,哮
http://www.openkg.cn/COVID-19/wiki/class/C270,rdf-schema:Class,nds游戏
http://www.openkg.cn/COVID-19/wiki/class/C271,rdf-schema:Class,耳鼻喉科疾病
http://www.openkg.cn/COVID-19/wiki/class/C272,rdf-schema:Class,速率
http://www.openkg.cn/COVID-19/wiki/class/C273,rdf-schema:Class,时空
http://www.openkg.cn/COVID-19/wiki/class/C274,rdf-schema:Class,俄罗斯君主
http://www.openkg.cn/COVID-19/wiki/class/C275,rdf-schema:Class,多字标准医学名词
http://www.openkg.cn/COVID-19/wiki/class/C276,rdf-schema:Class,角斑病
http://www.openkg.cn/COVID-19/wiki/class/C277,rdf-schema:Class,病
http://www.openkg.cn/COVID-19/wiki/class/C278,rdf-schema:Class,桌面软件
http://www.openkg.cn/COVID-19/wiki/class/C279,rdf-schema:Class,日本演员
http://www.openkg.cn/COVID-19/wiki/class/C280,rdf-schema:Class,大肠埃希菌
http://www.openkg.cn/COVID-19/wiki/class/C281,rdf-schema:Class,医疗
http://www.openkg.cn/COVID-19/wiki/class/C282,rdf-schema:Class,衣服
http://www.openkg.cn/COVID-19/wiki/class/C283,rdf-schema:Class,应用程序
http://www.openkg.cn/COVID-19/wiki/class/C284,rdf-schema:Class,社会事件
http://www.openkg.cn/COVID-19/wiki/class/C285,rdf-schema:Class,文学评论家
http://www.openkg.cn/COVID-19/wiki/class/C286,rdf-schema:Class,疾病控制
http://www.openkg.cn/COVID-19/wiki/class/C287,rdf-schema:Class,动作类游戏
http://www.openkg.cn/COVID-19/wiki/class/C288,rdf-schema:Class,抗早产药
http://www.openkg.cn/COVID-19/wiki/class/C289,rdf-schema:Class,变异
http://www.openkg.cn/COVID-19/wiki/class/C290,rdf-schema:Class,植物生理学
http://www.openkg.cn/COVID-19/wiki/class/C291,rdf-schema:Class,教育机构
http://www.openkg.cn/COVID-19/wiki/class/C292,rdf-schema:Class,环氧化合物
http://www.openkg.cn/COVID-19/wiki/class/C293,rdf-schema:Class,肠杆菌
http://www.openkg.cn/COVID-19/wiki/class/C294,rdf-schema:Class,英国电影
http://www.openkg.cn/COVID-19/wiki/class/C295,rdf-schema:Class,真菌病害
http://www.openkg.cn/COVID-19/wiki/class/C296,rdf-schema:Class,艺术电影
http://www.openkg.cn/COVID-19/wiki/class/C297,rdf-schema:Class,生物工程
http://www.openkg.cn/COVID-19/wiki/class/C298,rdf-schema:Class,催化剂
http://www.openkg.cn/COVID-19/wiki/class/C299,rdf-schema:Class,微百科
http://www.openkg.cn/COVID-19/wiki/class/C300,rdf-schema:Class,汽车厂商
http://www.openkg.cn/COVID-19/wiki/class/C301,rdf-schema:Class,球虫病
http://www.openkg.cn/COVID-19/wiki/class/C302,rdf-schema:Class,奥地利皇帝
http://www.openkg.cn/COVID-19/wiki/class/C303,rdf-schema:Class,连体
http://www.openkg.cn/COVID-19/wiki/class/C304,rdf-schema:Class,电视游戏
http://www.openkg.cn/COVID-19/wiki/class/C305,rdf-schema:Class,法
http://www.openkg.cn/COVID-19/wiki/class/C306,rdf-schema:Class,英语电影
http://www.openkg.cn/COVID-19/wiki/class/C307,rdf-schema:Class,的治疗方法
http://www.openkg.cn/COVID-19/wiki/class/C308,rdf-schema:Class,抗寄生虫病药物
http://www.openkg.cn/COVID-19/wiki/class/C309,rdf-schema:Class,免疫系统
http://www.openkg.cn/COVID-19/wiki/class/C310,rdf-schema:Class,传染性疾病
http://www.openkg.cn/COVID-19/wiki/class/C311,rdf-schema:Class,芽孢杆菌
http://www.openkg.cn/COVID-19/wiki/class/C312,rdf-schema:Class,间皮瘤
http://www.openkg.cn/COVID-19/wiki/class/C313,rdf-schema:Class,健康科学
http://www.openkg.cn/COVID-19/wiki/class/C314,rdf-schema:Class,肛肠疾病
http://www.openkg.cn/COVID-19/wiki/class/C315,rdf-schema:Class,山参
http://www.openkg.cn/COVID-19/wiki/class/C316,rdf-schema:Class,唐朝皇帝
http://www.openkg.cn/COVID-19/wiki/class/C317,rdf-schema:Class,鼻气管炎
http://www.openkg.cn/COVID-19/wiki/class/C318,rdf-schema:Class,院士
http://www.openkg.cn/COVID-19/wiki/class/C319,rdf-schema:Class,囊肿
http://www.openkg.cn/COVID-19/wiki/class/C320,rdf-schema:Class,自然理论
http://www.openkg.cn/COVID-19/wiki/class/C321,rdf-schema:Class,无脊椎动物
http://www.openkg.cn/COVID-19/wiki/class/C322,rdf-schema:Class,丙类传染病
http://www.openkg.cn/COVID-19/wiki/class/C323,rdf-schema:Class,全抗体
http://www.openkg.cn/COVID-19/wiki/class/C324,rdf-schema:Class,内分泌疾病
http://www.openkg.cn/COVID-19/wiki/class/C325,rdf-schema:Class,掌机游戏
http://www.openkg.cn/COVID-19/wiki/class/C326,rdf-schema:Class,节肢动物门
http://www.openkg.cn/COVID-19/wiki/class/C327,rdf-schema:Class,综合征
http://www.openkg.cn/COVID-19/wiki/class/C328,rdf-schema:Class,沉积病
http://www.openkg.cn/COVID-19/wiki/class/C329,rdf-schema:Class,公益领域
